2019-06-28 20:06:07,739 [  19576]   INFO - il.indexing.FileBasedIndexImpl - Index yaml.keys.name will be built. 
2019-06-28 20:06:07,789 [  19626]   INFO - plication.impl.ApplicationImpl - 83 application components initialized in 10270ms 
2019-06-28 20:06:07,791 [  19628]   INFO - pl$FileIndexDataInitialization - Initialization done:2911 
2019-06-28 20:06:07,796 [  19633]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index dom.namespaceKey will be built. 
2019-06-28 20:06:07,810 [  19647]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index dom.elementClass will be built. 
2019-06-28 20:06:07,813 [  19650]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.module.name will be built. 
2019-06-28 20:06:07,818 [  19655]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.method.parameter.types will be built. 
2019-06-28 20:06:07,835 [  19672]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.class.extlist will be built. 
2019-06-28 20:06:07,866 [  19703]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.class.shortname will be built. 
2019-06-28 20:06:07,875 [  19712]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index jvm.static.member.type will be built. 
2019-06-28 20:06:07,898 [  19735]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index jvm.static.member.name will be built. 
2019-06-28 20:06:07,906 [  19743]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.method.name will be built. 
2019-06-28 20:06:07,909 [  19746]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.class.fqn will be built. 
2019-06-28 20:06:07,923 [  19760]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.field.name will be built. 
2019-06-28 20:06:07,930 [  19767]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.anonymous.baseref will be built. 
2019-06-28 20:06:07,935 [  19772]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.annotations will be built. 
2019-06-28 20:06:07,939 [  19776]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index properties.index will be built. 
2019-06-28 20:06:07,946 [  19783]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.class.fqn will be built. 
2019-06-28 20:06:07,955 [  19792]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.script.fqn will be built. 
2019-06-28 20:06:07,960 [  19797]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.field.name will be built. 
2019-06-28 20:06:08,000 [  19837]   INFO - .intellij.idea.IdeaApplication - App initialization took 22447 ms 
